asset_id,type,section,name_ru,name_latin,local_path,source_url,source_page,author,license,license_url,attribution_required,status,risk,decision,permission_candidate,notes
species-image:Чёрная медведица,species_image,species catalog,Чёрная медведица,Epatolmis,backend/media/species/epatolmis-luctifera.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/%E3%82%AD%E3%83%90%E3%83%A9%E3%83%92%E3%83%88%E3%83%AA.jpg/960px-%E3%82%AD%E3%83%90%E3%83%A9%E3%83%92%E3%83%88%E3%83%AA.jpg,https://commons.wikimedia.org/wiki/File:%E3%82%AD%E3%83%90%E3%83%A9%E3%83%92%E3%83%88%E3%83%AA.jpg,えなががが,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:キバラヒトリ.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Ёж обыкновенный,species_image,species catalog,Ёж обыкновенный,Erinaceus europaeus,backend/media/species/erinaceus-europaeus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Erinaceus_europaeus_%28Linnaeus%2C_1758%29.jpg/960px-Erinaceus_europaeus_%28Linnaeus%2C_1758%29.jpg,"https://commons.wikimedia.org/wiki/File:Erinaceus_europaeus_(Linnaeus,_1758).jpg",Michael Gäbler,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,"Wikidata P18; Wikimedia Commons file File:Erinaceus europaeus (Linnaeus, 1758).jpg; exact taxon match; normalized to local JPEG without EXIF."
species-image:Байбак,species_image,species catalog,Байбак,Marmota bobak,backend/media/species/marmota-bobak.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Steppenmurmeltier.jpg/960px-Steppenmurmeltier.jpg,https://commons.wikimedia.org/wiki/File:Steppenmurmeltier.jpg,Gustav Mützel,Public domain,,no,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Steppenmurmeltier.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Барсук,species_image,species catalog,Барсук,Meles meles,backend/media/species/meles-meles.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Badger_25-07-09_closer.jpg/960px-Badger_25-07-09_closer.jpg,https://commons.wikimedia.org/wiki/File:Badger_25-07-09_closer.jpg,Chris. P,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Badger 25-07-09 closer.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Благородный олень,species_image,species catalog,Благородный олень,Cervus elaphus,backend/media/species/cervus-elaphus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Red_deer_%28Cervus_elaphus%29_hind.jpg/960px-Red_deer_%28Cervus_elaphus%29_hind.jpg,https://commons.wikimedia.org/wiki/File:Red_deer_(Cervus_elaphus)_hind.jpg,Charles J. Sharp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Red deer (Cervus elaphus) hind.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Бобр,species_image,species catalog,Бобр,Castor fiber,backend/media/species/castor-fiber.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Beaver_pho34.jpg,https://commons.wikimedia.org/wiki/File:Beaver_pho34.jpg,Per Harald Olsen,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Beaver pho34.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Выхухоль русская,species_image,species catalog,Выхухоль русская,Desmana moschata,backend/media/species/desmana-moschata.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Desmana_moschata_MHNT.INS.10.jpg/960px-Desmana_moschata_MHNT.INS.10.jpg,https://commons.wikimedia.org/wiki/File:Desmana_moschata_MHNT.INS.10.jpg,Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Desmana moschata MHNT.INS.10.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Заяц-беляк,species_image,species catalog,Заяц-беляк,Lepus timidus,backend/media/species/lepus-timidus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Lepus_timidus_in_Volgograd_Oblast.jpg/960px-Lepus_timidus_in_Volgograd_Oblast.jpg,https://commons.wikimedia.org/wiki/File:Lepus_timidus_in_Volgograd_Oblast.jpg,Правительство Волгоградской области,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Lepus timidus in Volgograd Oblast.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Заяц-русак,species_image,species catalog,Заяц-русак,Lepus europaeus,backend/media/species/lepus-europaeus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/European_Brown_Hare_%2850341079472%29.jpg/960px-European_Brown_Hare_%2850341079472%29.jpg,https://commons.wikimedia.org/wiki/File:European_Brown_Hare_(50341079472).jpg,caroline legg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:European Brown Hare (50341079472).jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Кабан,species_image,species catalog,Кабан,Sus scrofa,backend/media/species/sus-scrofa.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/202310_Wild_boar.svg/960px-202310_Wild_boar.svg.png,https://commons.wikimedia.org/wiki/File:202310_Wild_boar.svg,DataBase Center for Life Science (DBCLS),CC BY 4.0,https://creativecommons.org/licenses/by/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:202310 Wild boar.svg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Косуля,species_image,species catalog,Косуля,Capreolus capreolus,backend/media/species/capreolus-capreolus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Capreolus_%28js%2911.jpg/960px-Capreolus_%28js%2911.jpg,https://commons.wikimedia.org/wiki/File:Capreolus_(js)11.jpg,Jerzystrzelecki,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Capreolus (js)11.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Крыса серая,species_image,species catalog,Крыса серая,Rattus norvegicus,backend/media/species/rattus-norvegicus.jpg,https://upload.wikimedia.org/wikipedia/commons/0/01/Rattus_norvegicus_1.jpg,https://commons.wikimedia.org/wiki/File:Rattus_norvegicus_1.jpg,National Park Service,Public domain,,no,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Rattus norvegicus 1.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Лесная соня,species_image,species catalog,Лесная соня,Dryomys nitedula,backend/media/species/dryomys-nitedula.jpg,https://upload.wikimedia.org/wikipedia/commons/4/45/Dryomys_nitedula.jpg,https://commons.wikimedia.org/wiki/File:Dryomys_nitedula.jpg,Dodoni,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Dryomys nitedula.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Лисица обыкновенная,species_image,species catalog,Лисица обыкновенная,Vulpes vulpes,backend/media/species/vulpes-vulpes.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Fox_at_the_British_Wildlife_Centre%2C_Newchapel%2C_Surrey_-_geograph.org.uk_-_2221750.jpg/960px-Fox_at_the_British_Wildlife_Centre%2C_Newchapel%2C_Surrey_-_geograph.org.uk_-_2221750.jpg,"https://commons.wikimedia.org/wiki/File:Fox_at_the_British_Wildlife_Centre,_Newchapel,_Surrey_-_geograph.org.uk_-_2221750.jpg",Peter Trimming,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,yes,verified,low,use,no,"Wikidata P18; Wikimedia Commons file File:Fox at the British Wildlife Centre, Newchapel, Surrey - geograph.org.uk - 2221750.jpg; exact taxon match; normalized to local JPEG without EXIF."
species-image:Лось,species_image,species catalog,Лось,Alces alces,backend/media/species/alces-alces.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/A_male_moose_takes_a_rest_in_a_field_during_a_light_rainshower.jpg/960px-A_male_moose_takes_a_rest_in_a_field_during_a_light_rainshower.jpg,https://commons.wikimedia.org/wiki/File:A_male_moose_takes_a_rest_in_a_field_during_a_light_rainshower.jpg,Ryan Hagerty,Public domain,,no,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:A male moose takes a rest in a field during a light rainshower.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Малая вечерница,species_image,species catalog,Малая вечерница,Nyctalus leisleri,backend/media/species/nyctalus-leisleri.jpg,https://upload.wikimedia.org/wikipedia/commons/0/08/Nyctalus_leisleri.jpg,https://commons.wikimedia.org/wiki/File:Nyctalus_leisleri.jpg,"Manuel Werner, Nürtingen, AG Fledermausschutz Baden-Württemberg",CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Nyctalus leisleri.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Мышь домовая,species_image,species catalog,Мышь домовая,Mus musculus,backend/media/species/mus-musculus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Maus_au%C3%9Fer_Haus.JPG/960px-Maus_au%C3%9Fer_Haus.JPG,https://commons.wikimedia.org/wiki/File:Maus_au%C3%9Fer_Haus.JPG,4028mdk09,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Maus außer Haus.JPG; exact taxon match; normalized to local JPEG without EXIF.
species-image:Ночница брандта,species_image,species catalog,Ночница брандта,Myotis brandtii,backend/media/species/myotis-brandtii.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a9/Myotis_brandti.jpg,https://commons.wikimedia.org/wiki/File:Myotis_brandti.jpg,Борисенко,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Myotis brandti.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Обыкновенная белка,species_image,species catalog,Обыкновенная белка,Sciurus vulgaris,backend/media/species/sciurus-vulgaris.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Squirrel_posing.jpg/960px-Squirrel_posing.jpg,https://commons.wikimedia.org/wiki/File:Squirrel_posing.jpg,Peter Trimming,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Squirrel posing.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Обыкновенная выдра,species_image,species catalog,Обыкновенная выдра,Lutra lutra,backend/media/species/lutra-lutra.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Otter_-_Eurasian_otter_-_Lutra_lutra.jpg/960px-Otter_-_Eurasian_otter_-_Lutra_lutra.jpg,https://commons.wikimedia.org/wiki/File:Otter_-_Eurasian_otter_-_Lutra_lutra.jpg,Bouke ten Cate,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,yes,verified,low,use,no,Commons search; Wikimedia Commons file File:Otter - Eurasian otter - Lutra lutra.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Ондатра,species_image,species catalog,Ондатра,Ondatra zibethicus,backend/media/species/ondatra-zibethicus.jpg,https://upload.wikimedia.org/wikipedia/commons/2/27/Ondatra_zibethicus_FWS.jpg,https://commons.wikimedia.org/wiki/File:Ondatra_zibethicus_FWS.jpg,David Menke,Public domain,,no,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Ondatra zibethicus FWS.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Перевязка,species_image,species catalog,Перевязка,Vormela peregusna,backend/media/species/vormela-peregusna.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Marbled_Polecat%2C_Suzakskiy%2C_Kazakhstan_2.jpg/960px-Marbled_Polecat%2C_Suzakskiy%2C_Kazakhstan_2.jpg,"https://commons.wikimedia.org/wiki/File:Marbled_Polecat,_Suzakskiy,_Kazakhstan_2.jpg",katharinegk,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,yes,verified,low,use,no,"Wikidata P18; Wikimedia Commons file File:Marbled Polecat, Suzakskiy, Kazakhstan 2.jpg; exact taxon match; normalized to local JPEG without EXIF."
species-image:Степная пеструшка,species_image,species catalog,Степная пеструшка,Lagurus lagurus,backend/media/species/lagurus-lagurus.jpg,https://upload.wikimedia.org/wikipedia/commons/7/76/Lagurus_lagurus.jpg,https://commons.wikimedia.org/wiki/File:Lagurus_lagurus.jpg,User:Dawson at the English Wikipedia,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Lagurus lagurus.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Суслик европейский,species_image,species catalog,Суслик европейский,Spermophilus citellus,backend/media/species/spermophilus-citellus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/European_souslik_%28Spermophilus_citellus%29_Obrovisko.jpg/960px-European_souslik_%28Spermophilus_citellus%29_Obrovisko.jpg,https://commons.wikimedia.org/wiki/File:European_souslik_(Spermophilus_citellus)_Obrovisko.jpg,Charles J. Sharp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:European souslik (Spermophilus citellus) Obrovisko.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Бассия венечная,species_image,species catalog,Бассия венечная,Bassia scoparia,backend/media/species/bassia-scoparia.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Bassia_scoparia_sl16.jpg/960px-Bassia_scoparia_sl16.jpg,https://commons.wikimedia.org/wiki/File:Bassia_scoparia_sl16.jpg,Stefan.lefnaer,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Bassia scoparia sl16.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Берёза повислая,species_image,species catalog,Берёза повислая,Betula pendula,backend/media/species/betula-pendula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Betula_pendula_Finland.jpg/960px-Betula_pendula_Finland.jpg,https://commons.wikimedia.org/wiki/File:Betula_pendula_Finland.jpg,Percita at Flickr,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Betula pendula Finland.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Бодяк полевой,species_image,species catalog,Бодяк полевой,Cirsium arvense,backend/media/species/cirsium-arvense.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Cirsium_arvense_with_Bees_Richard_Bartz.jpg/960px-Cirsium_arvense_with_Bees_Richard_Bartz.jpg,https://commons.wikimedia.org/wiki/File:Cirsium_arvense_with_Bees_Richard_Bartz.jpg,"Richard Bartz, Munich aka Makro Freak",CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Cirsium arvense with Bees Richard Bartz.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Брандушка разноцветная,species_image,species catalog,Брандушка разноцветная,Bulbocodium,backend/media/species/bulbocodium-versicolor.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Bulbocodium_versicolor_08%288%29._Kajdatska.jpg/960px-Bulbocodium_versicolor_08%288%29._Kajdatska.jpg,https://commons.wikimedia.org/wiki/File:Bulbocodium_versicolor_08(8)._Kajdatska.jpg,Петроченко Віктор Іванович,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Commons search; Wikimedia Commons file File:Bulbocodium versicolor 08(8). Kajdatska.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Брусника,species_image,species catalog,Брусника,Vaccinium,backend/media/species/vaccinium-vitis-idaea.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Vaccinium_vitis-idaea_20060824_003.jpg/960px-Vaccinium_vitis-idaea_20060824_003.jpg,https://commons.wikimedia.org/wiki/File:Vaccinium_vitis-idaea_20060824_003.jpg,Jonas Bergsten,Public domain,,no,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Vaccinium vitis-idaea 20060824 003.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Ветреница лесная,species_image,species catalog,Ветреница лесная,Anemonoides,backend/media/species/anemone-sylvestris.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Anemone_sylvestris_sl5.jpg/960px-Anemone_sylvestris_sl5.jpg,https://commons.wikimedia.org/wiki/File:Anemone_sylvestris_sl5.jpg,Stefan.lefnaer,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Anemone sylvestris sl5.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Вольфия бескорневая,species_image,species catalog,Вольфия бескорневая,Wolffia,backend/media/species/wolffia-arrhiza.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/WolffiaArrhiza2.jpg/960px-WolffiaArrhiza2.jpg,https://commons.wikimedia.org/wiki/File:WolffiaArrhiza2.jpg,Christian Fischer,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:WolffiaArrhiza2.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Вяз приземистый,species_image,species catalog,Вяз приземистый,Ulmus,backend/media/species/ulmus-pumila.jpg,https://upload.wikimedia.org/wikipedia/commons/8/89/Ulmus_pumila.jpg,https://commons.wikimedia.org/wiki/File:Ulmus_pumila.jpg,Bruce Marlin,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Ulmus pumila.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Гвоздика песчаная,species_image,species catalog,Гвоздика песчаная,Dianthus,backend/media/species/dianthus-arenarius.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Dianthus_arenarius_02.jpg/960px-Dianthus_arenarius_02.jpg,https://commons.wikimedia.org/wiki/File:Dianthus_arenarius_02.jpg,Bjoertvedt,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Dianthus arenarius 02.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Горошек мышиный,species_image,species catalog,Горошек мышиный,Vicia cracca,backend/media/species/vicia-cracca.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b7/Tufted_vetch_close_800.jpg,https://commons.wikimedia.org/wiki/File:Tufted_vetch_close_800.jpg,The original uploader was Sannse at English Wikipedia.,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Tufted vetch close 800.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Грушанка зеленоцветковая,species_image,species catalog,Грушанка зеленоцветковая,Pyrola,backend/media/species/pyrola-chlorantha.jpg,https://upload.wikimedia.org/wikipedia/commons/6/68/Pyrola_chlorantha_260507.jpg,https://commons.wikimedia.org/wiki/File:Pyrola_chlorantha_260507.jpg,Bernd Haynold,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Pyrola chlorantha 260507.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Донник белый,species_image,species catalog,Донник белый,Melilotus albus,backend/media/species/melilotus-albus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Melilotus_alba_bgiu.jpg/960px-Melilotus_alba_bgiu.jpg,https://commons.wikimedia.org/wiki/File:Melilotus_alba_bgiu.jpg,No machine-readable author provided. Bogdan assumed (based on copyright claims).,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Melilotus alba bgiu.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Дуб,species_image,species catalog,Дуб,Quercus,backend/media/species/quercus-robur.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dc/Paprastasis_azuolas.JPG,https://commons.wikimedia.org/wiki/File:Paprastasis_azuolas.JPG,Algirdas at Lithuanian Wikipedia,Public domain,,no,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Paprastasis azuolas.JPG; exact taxon match; normalized to local JPEG without EXIF.
species-image:Ива лопарская,species_image,species catalog,Ива лопарская,Salix,backend/media/species/salix-lapponum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Salix_lapponum_General_view.JPG/960px-Salix_lapponum_General_view.JPG,https://commons.wikimedia.org/wiki/File:Salix_lapponum_General_view.JPG,Robert Matthews,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Salix lapponum General view.JPG; exact taxon match; normalized to local JPEG without EXIF.
species-image:Иван-чай узколистный,species_image,species catalog,Иван-чай узколистный,Chamaenerion angustifolium,backend/media/species/chamaenerion-angustifolium.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Chamerion_angustifolium_-_Fireweed_01.jpg/960px-Chamerion_angustifolium_-_Fireweed_01.jpg,https://commons.wikimedia.org/wiki/File:Chamerion_angustifolium_-_Fireweed_01.jpg,Zeynel Cebeci,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Chamerion angustifolium - Fireweed 01.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Клевер ползучий,species_image,species catalog,Клевер ползучий,Trifolium repens,backend/media/species/trifolium-repens.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Illustration_Trifolium_repens1.jpg/960px-Illustration_Trifolium_repens1.jpg,https://commons.wikimedia.org/wiki/File:Illustration_Trifolium_repens1.jpg,Wikimedia Commons contributor,Public domain,,no,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Illustration Trifolium repens1.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Клен,species_image,species catalog,Клен,Acer,backend/media/species/acer-platanoides.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/2020_year._Herbarium._Acer_platanoides._img-012.jpg/960px-2020_year._Herbarium._Acer_platanoides._img-012.jpg,https://commons.wikimedia.org/wiki/File:2020_year._Herbarium._Acer_platanoides._img-012.jpg,Dmitry Makeev,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:2020 year. Herbarium. Acer platanoides. img-012.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Ковыль перистый,species_image,species catalog,Ковыль перистый,Stipa pennata,backend/media/species/stipa-pennata.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Stipa_pennata-fruiting.jpg/960px-Stipa_pennata-fruiting.jpg,https://commons.wikimedia.org/wiki/File:Stipa_pennata-fruiting.jpg,Sten Porse,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Stipa pennata-fruiting.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Колокольчик широколистный,species_image,species catalog,Колокольчик широколистный,Campanula,backend/media/species/campanula-latifolia.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5c/Campanula_latifolia1.jpg,https://commons.wikimedia.org/wiki/File:Campanula_latifolia1.jpg,Kurt Stüber [1],CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Campanula latifolia1.jpg; license is acceptable; manually downloaded after bulk throttle and stored locally.
species-image:Костёр растопыренный,species_image,species catalog,Костёр растопыренный,Bromus squarrosus,backend/media/species/bromus-squarrosus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Bromus_squarrosus_NRCS-1.jpg/960px-Bromus_squarrosus_NRCS-1.jpg,https://commons.wikimedia.org/wiki/File:Bromus_squarrosus_NRCS-1.jpg,"Jose Hernandez. Provided by ARS Systematic Botany and Mycology Laboratory. Soviet Union (Former), Turkistan.",Public domain,,no,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Bromus squarrosus NRCS-1.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Кувшинка снежно-белая,species_image,species catalog,Кувшинка снежно-белая,Nymphaea,backend/media/species/nymphaea-candida.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Lumme_%28Nymphaea_candida%29.JPG/960px-Lumme_%28Nymphaea_candida%29.JPG,https://commons.wikimedia.org/wiki/File:Lumme_(Nymphaea_candida).JPG,Finner,Public domain,,no,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Lumme (Nymphaea candida).JPG; exact taxon match; normalized to local JPEG without EXIF.
species-image:Лапчатка гусиная,species_image,species catalog,Лапчатка гусиная,Argentina anserina,backend/media/species/argentina-anserina.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Argentina_anserina_14541485.jpeg/960px-Argentina_anserina_14541485.jpeg,https://commons.wikimedia.org/wiki/File:Argentina_anserina_14541485.jpeg,Kyle Nessen,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,no,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Argentina anserina 14541485.jpeg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Латук компасный,species_image,species catalog,Латук компасный,Lactuca serriola,backend/media/species/lactuca-serriola.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/COI00041268_-_Lactuca_dubia_-_Martin%2C_Claudius_-_s.n..jpg/960px-COI00041268_-_Lactuca_dubia_-_Martin%2C_Claudius_-_s.n..jpg,"https://commons.wikimedia.org/wiki/File:COI00041268_-_Lactuca_dubia_-_Martin,_Claudius_-_s.n..jpg",Herbarium of the University of Coimbra (COI),CC BY 4.0,https://creativecommons.org/licenses/by/4.0,yes,verified,low,use,no,"Wikidata P18; Wikimedia Commons file File:COI00041268 - Lactuca dubia - Martin, Claudius - s.n..jpg; exact taxon match; normalized to local JPEG without EXIF."
species-image:Липа,species_image,species catalog,Липа,Tilia,backend/media/species/tilia-cordata.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Tilia_cordata%2C_Lipa2009.jpg/960px-Tilia_cordata%2C_Lipa2009.jpg,"https://commons.wikimedia.org/wiki/File:Tilia_cordata,_Lipa2009.jpg",ImreKiss,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,yes,verified,low,use,no,"Wikidata P18; Wikimedia Commons file File:Tilia cordata, Lipa2009.jpg; exact taxon match; normalized to local JPEG without EXIF."
